income,age,kidhome,teenhome,marital_divorced,marital_married,marital_single,marital_together,marital_widow,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,mnt_regular_prods,num_web_purchases,num_catalog_purchases,num_store_purchases,accepted_cmp1,accepted_cmp2,accepted_cmp3,accepted_cmp4,accepted_cmp5
-71952,34,1,0,0,1,0,0,0,656,80,455,52,107,93,1257,8,4,8,0,0,1,0,1
-57906,47,0,1,0,0,0,1,0,243,11,119,10,3,15,371,4,2,8,0,0,0,0,0
-72190,55,0,0,0,1,0,0,0,597,166,597,172,166,249,1449,5,6,4,0,0,0,0,0
-40851,49,1,1,1,0,0,0,0,23,1,7,0,4,24,11,1,1,2,0,0,0,0,0
-72071,66,0,1,1,0,0,0,0,531,69,300,150,138,150,1038,5,4,8,0,0,0,0,0
-48070,70,0,1,0,0,0,1,0,373,14,83,6,9,19,466,8,2,6,0,0,0,0,0
-78427,72,0,0,0,0,0,0,1,972,19,595,180,26,138,1654,3,7,10,1,0,0,0,0
-31686,56,1,1,0,1,0,0,0,11,0,5,0,0,1,15,1,0,3,0,0,0,0,0
-34738,36,1,0,0,0,1,0,0,3,2,10,3,0,2,16,1,0,3,0,0,0,0,0
-35523,39,1,0,0,1,0,0,0,11,5,22,12,5,11,44,3,0,3,0,0,0,0,0
-28249,59,0,0,0,1,0,0,0,1,9,7,2,14,10,23,2,0,3,0,0,0,0,0
-30843,54,1,1,0,0,0,1,0,24,0,2,0,0,9,17,1,1,2,0,0,1,0,0
-79143,56,0,0,0,1,0,0,0,650,37,780,27,167,32,NA,6,9,13,0,0,0,0,0
-80589,76,0,0,0,1,0,0,0,507,93,520,242,40,26,1376,5,10,5,1,0,0,0,0
-31560,46,1,0,0,0,1,0,0,62,1,20,4,0,7,80,2,1,3,0,0,0,0,0
-49618,54,1,1,0,0,0,1,0,80,3,26,4,2,14,101,3,1,3,0,0,0,0,0
-63943,64,0,1,0,1,0,0,0,423,184,368,13,NA,21,1064,6,4,6,0,0,0,0,0
-35178,49,1,0,0,1,0,0,0,23,1,13,2,2,18,23,1,1,2,0,0,1,0,0
-57957,61,0,1,0,0,0,1,0,290,59,177,77,5,29,579,4,6,8,0,0,0,0,0
-21474,31,1,0,0,0,1,0,0,6,16,24,11,0,34,23,3,1,2,0,0,1,0,0
-50300,68,0,1,0,1,0,0,0,143,15,60,24,23,5,260,2,1,8,0,0,0,0,0
-34704,54,0,1,0,0,1,0,0,29,0,5,0,1,5,30,1,0,3,0,0,0,0,0
-57642,50,0,1,0,0,1,0,0,580,6,58,8,0,27,625,7,6,6,0,0,1,0,0
-62307,68,0,1,0,0,1,0,0,87,13,34,10,6,10,140,4,0,4,0,0,0,0,0
-25224,48,1,0,0,1,0,0,0,4,9,12,11,2,8,30,1,1,3,0,0,0,0,0
-82326,43,0,0,0,0,0,1,0,938,142,754,159,81,183,1891,5,10,6,1,0,0,1,1
-51411,67,1,2,0,0,1,0,0,14,0,3,0,0,1,16,0,0,3,0,0,0,0,0
-50729,62,1,1,0,0,1,0,0,239,13,143,45,4,52,392,6,2,7,0,0,0,0,0
-26290,48,1,1,0,0,0,1,0,15,8,16,11,5,22,33,2,0,4,0,0,0,0,0
-78416,44,0,1,0,0,0,1,0,453,38,279,188,38,183,813,7,7,10,0,0,0,0,0
-56129,67,0,1,0,0,0,1,0,320,48,133,39,72,48,564,6,2,10,0,0,0,0,0
-38508,34,1,0,0,1,0,0,0,120,19,206,25,19,54,335,7,2,5,0,0,0,0,0
-70356,75,0,0,0,1,0,0,0,1349,16,249,43,16,33,1640,10,6,9,0,0,0,0,0
-57247,68,0,1,0,0,0,1,0,99,4,32,37,54,6,220,2,1,7,0,0,0,0,0
-67369,51,0,1,0,0,0,0,1,1298,0,70,37,14,42,1377,7,4,10,0,0,0,1,1
-26150,64,2,1,1,0,0,0,0,5,1,13,3,5,1,26,1,0,3,0,0,0,0,0
-85738,42,0,0,0,0,0,1,0,913,26,376,17,26,13,1345,3,6,11,0,0,0,1,1
-75342,62,0,1,0,0,1,0,0,204,97,97,21,118,26,511,5,2,10,0,0,0,0,0
-44325,48,0,1,0,1,0,0,0,516,0,21,0,0,5,532,8,2,7,0,0,0,1,0
-56962,55,2,1,0,1,0,0,0,292,3,77,10,3,26,359,6,3,5,0,0,0,0,0
-54222,47,0,1,0,1,0,0,0,199,12,31,3,12,7,250,3,3,5,0,0,0,0,0
-22390,51,0,0,0,0,0,1,0,0,1,4,15,1,5,16,1,0,2,0,0,0,0,0
-35797,45,0,1,0,1,0,0,0,27,1,14,4,1,21,26,NA,0,3,0,0,0,0,0
-36038,39,1,0,0,0,1,0,0,23,0,15,0,2,7,33,3,0,3,0,0,0,0,0
-35196,36,1,0,0,0,0,1,0,75,12,141,43,39,187,123,6,1,5,0,0,0,0,0
-45207,46,1,1,0,1,0,0,0,203,0,10,0,0,2,211,3,1,6,0,0,0,1,0
-36138,50,1,1,0,1,0,0,0,130,0,16,0,0,5,141,3,1,4,0,0,0,1,0
-68695,51,0,0,0,0,0,1,0,458,81,356,106,50,40,1011,4,4,7,0,0,0,0,0
-56320,53,0,1,0,1,0,0,0,201,53,172,116,77,83,536,5,4,9,0,0,0,0,0
-60230,64,0,1,0,0,1,0,0,520,20,367,39,81,40,987,6,3,6,0,0,0,0,0
-18393,46,1,0,0,1,0,0,0,7,10,13,16,0,4,42,3,0,3,0,0,0,0,0
-29187,52,1,0,0,1,0,0,0,26,0,6,0,0,2,30,1,0,3,0,0,0,0,0
-28072,34,1,0,0,1,0,0,0,30,0,10,2,0,5,37,1,0,3,0,0,0,0,0
-53761,48,1,1,0,1,0,0,0,158,0,76,13,7,71,183,4,4,3,0,0,0,0,0
-53172,42,0,1,0,0,0,1,0,121,62,90,68,20,125,236,2,3,8,0,0,0,0,0
-62058,64,0,1,0,1,0,0,0,301,7,74,10,0,58,NA,6,1,7,0,0,0,0,0
-96843,30,0,0,0,0,1,0,0,448,71,951,40,17,17,1510,6,11,10,0,0,0,0,1
-43795,52,0,1,0,0,0,1,0,314,11,53,4,3,107,278,7,3,4,0,0,0,1,0
-80317,65,0,0,0,0,1,0,0,536,11,387,149,91,57,1117,3,4,10,0,0,0,0,0
-14661,64,0,0,0,0,0,1,0,4,1,11,6,2,2,22,1,0,3,0,0,0,0,0
-13260,50,1,1,0,1,0,0,0,9,4,17,10,2,7,35,3,0,3,0,0,0,0,0
-61923,59,0,2,0,1,0,0,0,92,4,18,3,3,6,114,2,1,4,0,0,0,0,0
-67432,47,0,1,0,1,0,0,0,432,79,341,177,136,170,995,8,5,4,0,0,0,0,0
-27100,37,1,0,0,1,0,0,0,12,0,13,2,0,10,17,1,0,3,0,0,0,0,0
-59354,68,1,1,1,0,0,0,0,233,2,53,3,5,14,282,6,1,5,0,0,0,0,0
-25130,40,1,0,0,0,0,1,0,2,5,7,0,18,18,14,2,0,3,0,0,0,0,0
-30507,60,0,0,0,0,0,1,0,65,36,74,38,20,110,123,5,1,4,0,0,0,0,0
-26954,49,1,0,0,0,1,0,0,4,1,11,0,0,1,15,1,0,2,0,0,0,0,0
-92163,45,0,0,0,1,0,0,0,817,183,797,106,163,20,2046,5,11,5,1,0,0,0,1
-70893,44,0,0,0,0,1,0,0,768,44,561,77,44,14,1480,6,6,10,0,0,0,0,0
-81843,60,0,0,0,1,0,0,0,779,86,537,34,69,138,1367,5,9,12,0,0,0,0,0
-22070,50,1,0,0,0,0,1,0,10,7,19,8,2,21,25,2,2,2,0,0,0,0,0
-64813,42,1,0,0,1,0,0,0,293,0,124,179,97,52,641,7,2,10,0,0,0,0,0
-69930,49,0,0,0,0,0,1,0,252,98,827,219,70,196,1270,4,5,12,0,0,0,0,0
-52034,47,1,1,1,0,0,0,0,146,0,93,7,13,73,186,4,2,5,0,0,0,0,0
-51650,44,0,1,0,1,0,0,0,152,3,22,2,5,7,177,4,1,4,0,0,0,0,0
-85696,58,0,0,1,0,0,0,0,714,76,395,116,0,12,1289,4,6,9,0,0,0,0,0
-57113,42,1,1,0,1,0,0,0,182,4,33,0,2,42,179,4,1,5,0,0,0,0,0
-62466,50,0,1,0,1,0,0,0,129,129,259,168,121,83,723,6,3,12,0,0,0,0,0
-46015,65,1,1,0,0,0,1,0,38,0,2,0,0,6,34,1,0,3,0,1,1,0,0
-44392,46,1,1,0,0,0,1,0,87,5,71,7,12,29,153,4,1,4,0,0,0,0,0
-56981,39,0,0,1,0,0,0,0,908,48,217,32,12,24,1193,2,3,13,0,0,0,1,0
-24206,50,1,0,0,0,1,0,0,7,2,8,3,2,3,19,1,0,3,0,0,0,0,0
-21063,33,1,0,0,0,1,0,0,1,10,11,19,3,15,29,2,0,3,0,0,0,0,0
-87771,61,0,1,0,0,0,1,0,1492,38,287,50,57,33,1891,5,10,4,1,1,0,1,1
-31497,58,0,1,0,0,0,1,0,108,1,28,13,1,4,147,3,1,4,0,0,0,0,0
-42693,42,1,0,0,1,0,0,0,8,4,20,6,3,16,25,1,0,3,0,0,0,0,0
-41335,52,1,0,1,0,0,0,0,112,19,21,16,14,5,177,4,1,4,0,0,0,0,0
-75693,52,0,0,1,0,0,0,0,797,153,293,72,97,30,1382,11,4,6,1,0,0,1,1
-21955,34,1,0,0,1,0,0,0,5,1,7,17,14,11,33,2,1,3,0,0,0,0,0
-71796,49,0,0,0,0,0,1,0,354,21,311,167,75,32,896,9,3,4,0,0,0,0,0
-16185,30,1,0,0,0,1,0,0,5,11,16,21,8,45,16,2,2,2,0,0,0,0,0
-15345,36,1,0,0,0,0,1,0,5,2,16,3,2,19,9,1,1,2,0,0,0,0,0
-22775,42,1,0,0,0,0,1,0,5,1,8,0,0,1,13,1,0,2,0,0,0,0,0
-29791,48,1,0,0,1,0,0,0,14,0,6,0,0,0,20,2,0,3,0,0,0,0,0
-42014,43,1,0,0,1,0,0,0,244,15,108,4,15,50,336,7,1,6,0,0,0,0,0
-48432,47,0,1,0,0,1,0,0,322,3,50,4,3,42,340,7,1,6,0,0,0,0,0
-75032,61,0,1,0,1,0,0,0,952,12,180,47,12,12,1191,5,4,9,0,0,0,0,0
-70515,27,0,0,0,0,1,0,0,420,0,452,182,64,140,978,6,6,4,0,0,0,0,0
-81169,45,0,0,0,0,1,0,0,1288,20,613,80,61,27,2035,5,7,9,0,0,0,0,0
-29315,60,1,1,0,1,0,0,0,13,2,14,8,7,4,40,2,0,4,0,0,0,0,0
-81574,73,0,0,0,0,0,1,0,1252,0,465,46,35,0,1798,4,5,8,0,0,0,1,1
-45736,66,0,1,0,1,0,0,0,188,3,180,20,3,43,351,7,1,6,0,0,0,0,0
-32880,34,1,0,0,1,0,0,0,8,4,15,7,6,2,38,1,0,3,0,0,0,0,0
-33456,55,1,1,0,0,0,1,0,7,3,10,8,1,7,22,1,0,3,0,0,0,0,0
-37859,58,1,2,1,0,0,0,0,22,1,8,2,1,2,32,1,0,3,0,0,0,0,0
-54803,51,0,1,0,0,1,0,0,404,0,92,28,27,142,409,6,2,9,0,0,0,0,0
-80952,51,0,0,0,1,0,0,0,778,178,689,41,27,44,1669,8,5,11,1,0,0,1,1
-62710,48,0,1,0,1,0,0,0,441,35,83,7,29,11,584,4,2,12,0,0,0,0,0
-49514,45,1,0,0,0,1,0,0,88,39,78,58,13,93,183,6,1,4,0,0,0,0,0
-66313,57,0,1,0,0,0,1,0,625,7,99,10,22,7,756,6,3,12,0,0,0,0,0
-67087,67,0,1,0,1,0,0,0,329,35,222,130,35,43,708,7,5,8,0,0,0,0,0
-46344,48,0,1,0,0,0,1,0,233,20,57,8,20,91,247,7,1,5,0,0,0,0,0
-18100,74,0,NA,0,1,0,0,0,3,1,2,4,3,1,12,0,0,3,0,0,0,0,0
-58582,38,0,1,0,0,0,1,0,402,35,106,101,77,42,679,9,2,9,0,0,0,1,0
-24639,47,1,1,0,1,0,0,0,20,3,16,0,4,1,42,2,0,4,0,0,0,0,0
-83844,68,0,0,0,0,0,1,0,901,31,345,75,31,191,1192,4,4,11,0,0,0,0,1
-57513,77,0,0,0,0,0,0,1,735,40,183,52,20,30,1000,9,3,13,0,0,0,0,0
-29236,33,1,0,0,0,1,0,0,37,4,24,16,9,9,81,4,0,3,0,0,0,0,0
-35701,61,0,0,0,1,0,0,0,21,1,9,7,3,5,36,1,0,3,0,0,0,0,0
-82032,72,0,0,0,0,0,0,1,332,194,377,149,125,57,1120,4,6,7,0,0,0,0,0
-42315,62,0,1,0,0,0,1,0,67,15,80,17,11,80,110,1,4,4,0,0,0,0,0
-64474,48,0,1,0,0,0,1,0,381,35,172,56,86,93,637,8,2,10,0,0,NA,0,0
-30096,37,1,0,0,1,0,0,0,5,3,11,12,5,9,27,2,0,3,0,0,0,0,0
-85710,31,0,0,0,1,0,0,0,600,20,350,29,30,33,996,6,9,10,0,0,0,0,1
-79146,53,1,1,0,0,1,0,0,245,16,223,21,43,16,532,8,1,8,0,0,0,0,0
-81361,33,0,0,1,0,0,0,0,163,23,424,27,65,76,626,3,10,13,0,0,0,0,0
-40464,67,0,1,0,0,1,0,0,424,17,118,7,23,41,548,8,2,8,0,0,0,0,0
-44359,42,1,1,0,1,0,0,0,20,0,14,7,3,1,43,2,0,4,0,0,0,0,0
-42691,29,0,0,0,1,0,0,0,179,2,64,38,17,58,242,5,1,6,0,0,0,0,0
-80067,66,0,0,0,1,0,0,0,519,17,813,27,173,51,1498,4,6,6,0,0,0,0,1
-30081,59,0,1,0,0,1,0,0,36,0,2,0,0,4,34,1,0,3,0,0,0,0,0
-34074,68,1,1,0,0,0,1,0,135,1,41,10,1,67,121,3,3,3,0,0,1,0,0
-113734,75,0,0,0,0,1,0,0,6,2,3,1,262,3,271,27,0,0,0,0,0,0,0
-24762,48,1,0,0,0,1,0,0,6,10,NA,3,15,40,6,3,1,2,0,0,1,0,0
-77622,50,0,2,0,0,0,1,0,520,7,154,19,0,14,686,6,3,11,0,0,0,0,0
-75278,68,0,0,0,0,0,1,0,304,98,230,150,74,74,782,6,3,13,0,0,0,0,0
-70566,52,0,1,0,0,1,0,0,381,28,215,84,28,21,715,6,5,9,0,0,0,0,0
-48240,51,0,0,0,0,1,0,0,389,91,248,64,49,41,800,6,3,13,0,0,0,0,0
-32765,41,1,0,0,1,0,0,0,13,3,17,7,3,3,40,2,0,4,0,0,0,0,0
-19986,35,1,0,0,1,0,0,0,3,6,5,0,2,6,10,0,0,3,0,0,0,0,0
-40689,69,0,1,0,0,0,1,0,270,3,27,39,6,99,246,7,1,5,0,0,0,0,0
-75127,68,0,0,0,0,1,0,0,203,35,305,46,17,227,379,2,11,5,0,0,0,0,0
-65073,77,0,0,0,1,0,0,0,629,17,177,69,0,8,884,5,3,5,0,0,0,0,0
-51529,71,0,1,0,0,0,0,1,400,4,35,6,0,22,423,9,1,5,0,0,0,0,0
-39922,37,1,0,0,1,0,0,0,29,12,59,19,1,36,84,3,0,4,0,0,0,0,0
-91249,64,0,0,0,0,1,0,0,1324,27,119,71,108,27,1622,NA,9,6,1,1,0,1,1
-34578,48,2,1,0,0,0,1,0,7,0,1,0,0,0,8,1,0,2,0,0,0,0,0
-46377,42,1,0,0,1,0,0,0,37,0,46,4,3,0,90,2,1,3,0,0,0,0,0
-70971,60,0,1,0,0,0,1,0,1001,17,572,93,125,17,1791,11,11,5,0,0,0,0,0
-70038,38,0,0,0,0,0,1,0,587,54,348,71,54,130,984,4,4,8,0,0,0,0,0
-37760,74,0,0,0,0,0,1,0,84,5,38,150,12,28,261,4,1,6,0,0,0,0,0
-30467,48,1,0,0,1,0,0,0,1,3,8,2,5,5,14,1,0,2,0,0,0,0,0
-31615,44,1,0,1,0,0,0,0,2,3,20,6,11,9,33,2,0,3,0,0,0,0,0
-31163,47,1,0,1,0,0,0,0,2,3,10,11,2,10,18,1,0,3,0,0,0,0,0
-49476,57,0,1,1,0,0,0,0,386,23,95,54,41,196,403,2,11,5,0,0,0,0,0
-50664,61,1,1,NA,0,1,0,0,313,8,104,6,4,126,309,8,1,6,0,0,0,0,0
-33471,47,1,0,0,1,0,0,0,43,2,27,0,9,12,69,3,0,4,0,0,0,0,0
-25818,49,1,0,1,0,0,0,0,5,2,8,2,2,9,10,0,1,2,0,0,0,0,0
-64795,49,0,1,0,1,0,0,0,412,5,119,38,29,77,526,3,3,12,0,0,0,0,0
-51651,60,0,1,0,1,0,0,0,293,6,23,13,6,92,249,6,2,5,0,0,0,0,0
-26095,30,1,0,0,0,1,0,0,11,7,9,3,1,11,20,1,0,3,0,0,0,0,0
-63810,54,0,1,0,0,1,0,0,977,12,253,16,12,101,1169,4,3,12,0,0,0,1,0
-7500,28,1,0,0,0,1,0,0,10,17,18,8,26,40,39,3,2,2,0,0,0,0,0
-27242,50,1,0,0,0,1,0,0,3,17,26,20,1,39,28,2,0,3,0,0,0,0,0
-53653,67,0,0,0,0,0,0,1,815,10,239,28,10,108,994,10,4,12,0,0,0,0,0
-40851,49,1,1,1,0,0,0,0,23,1,7,0,4,24,11,1,1,2,0,NA,0,0,0
-39228,60,0,0,1,0,0,0,0,7,1,6,0,3,3,14,0,0,3,0,0,0,0,0
-65463,46,1,0,0,1,0,0,0,391,32,70,21,32,16,530,6,2,9,0,0,0,1,0
-40800,56,1,2,0,1,0,0,0,24,0,27,8,30,10,79,3,0,3,0,0,0,0,0
-53790,69,0,2,0,1,0,0,0,335,42,127,28,5,5,532,7,2,8,0,0,0,0,0
-82623,68,NA,0,1,0,0,0,0,204,34,204,172,153,173,594,2,9,4,0,0,0,0,0
-58275,65,1,1,0,0,0,0,1,189,10,253,56,43,64,487,8,2,7,0,0,0,0,0
-12393,42,0,0,0,1,0,0,0,5,6,15,11,7,13,31,2,0,3,0,NA,0,0,0
-63404,56,0,2,0,0,0,1,0,734,26,70,11,44,17,868,6,3,4,1,0,0,0,0
-60093,46,0,1,0,1,0,0,0,502,12,109,16,6,90,555,7,2,10,0,0,0,0,0
-79456,64,0,0,0,1,0,0,0,565,42,548,64,83,99,1203,5,6,4,0,0,0,0,0
-37126,49,1,0,0,1,0,0,0,45,3,9,4,4,7,58,1,2,2,0,0,1,0,0
-56937,39,1,0,0,0,0,1,0,746,8,125,11,8,8,890,8,6,9,0,0,0,1,0
-77882,39,0,0,0,0,0,1,0,68,129,396,188,22,15,788,3,3,5,0,0,0,0,0
-22574,53,2,1,0,1,0,0,0,25,0,8,2,0,2,33,2,0,3,0,0,0,0,0
-74293,27,0,0,0,0,1,0,0,375,152,335,93,91,81,965,5,4,6,0,0,0,0,0
-60199,42,1,2,0,0,1,0,0,8,1,7,2,0,0,18,0,0,3,0,0,0,0,0
-71232,61,0,1,0,0,0,1,0,653,17,170,34,26,17,883,11,2,10,0,0,0,0,0
-77863,62,0,0,0,0,0,1,0,881,38,319,16,25,12,1267,4,5,10,0,0,0,0,0
-15315,50,0,0,0,1,0,0,0,7,4,13,15,8,17,30,2,0,4,0,0,0,0,0
-51267,42,1,1,0,1,0,0,0,183,2,64,7,2,12,246,3,3,5,0,0,0,0,0
-78075,48,0,0,0,1,0,0,0,572,8,259,34,35,80,828,3,5,5,0,0,0,0,0
-76081,58,0,0,0,0,0,1,0,292,30,415,63,33,200,633,4,5,4,1,0,0,0,0
-50272,38,1,0,0,0,0,1,0,99,13,66,43,8,4,225,4,1,5,0,0,0,0,0
NA,42,1,0,0,1,0,0,0,8,4,20,6,3,16,25,1,0,3,0,0,0,0,0
-50616,52,0,1,1,0,0,0,0,128,0,16,0,1,4,141,4,0,4,0,0,0,0,0
-69016,50,0,1,0,1,0,0,0,726,53,363,123,107,161,1211,8,9,13,0,0,0,0,0
-81741,40,0,0,0,0,1,0,0,249,153,940,58,134,38,1496,6,6,7,0,0,0,0,0
-42523,56,0,0,0,1,0,0,0,14,36,11,3,26,35,55,1,1,4,0,0,0,0,0
-69109,38,0,0,0,1,0,0,0,823,25,459,124,29,95,1365,6,6,7,0,0,0,0,1
-75777,38,0,0,0,0,1,0,0,712,26,538,69,13,80,1278,3,6,11,0,0,0,1,1
-30368,43,0,1,0,1,0,0,0,35,0,13,2,0,2,48,2,0,3,0,0,0,0,0
-36947,53,1,1,0,1,0,0,0,88,3,21,4,1,29,88,3,0,4,0,0,0,0,0
-32583,59,1,1,0,0,0,1,0,5,0,3,0,0,1,7,1,0,2,0,0,0,0,0
-41713,56,1,1,1,0,0,0,0,77,8,44,10,10,25,124,3,1,4,0,0,0,0,0
-50353,43,0,0,0,1,0,0,0,141,15,153,67,31,35,372,4,4,6,0,0,0,0,0
-24594,41,1,0,0,0,0,1,0,1,3,6,10,0,9,11,1,0,3,0,0,0,0,0
-62159,74,0,0,0,0,1,0,0,182,17,259,77,70,29,576,6,2,10,0,0,0,0,0
-32474,53,1,1,0,0,0,1,0,10,0,1,0,0,0,11,1,0,2,0,0,0,0,0
-48767,70,1,2,0,0,NA,0,0,28,1,21,3,0,10,43,2,1,3,0,0,0,0,0
-26907,44,1,1,NA,0,0,1,0,9,1,7,0,3,2,18,1,0,3,0,0,0,0,0
-34935,28,0,0,0,1,0,0,0,34,4,66,3,10,20,97,2,1,4,0,0,0,0,0
-86979,49,0,0,1,0,0,0,0,584,100,835,65,83,35,1632,5,5,5,0,0,1,0,0
-41003,57,0,0,1,0,0,0,0,123,133,142,71,44,88,425,6,2,8,0,0,0,0,0
-26907,44,1,1,0,0,0,1,0,9,1,7,0,3,2,18,1,0,3,0,0,0,0,0
-63381,60,0,1,0,0,0,1,0,571,50,142,33,50,159,687,4,5,13,0,0,0,0,0
-73113,60,0,0,0,0,0,1,0,741,19,154,50,9,28,945,3,4,7,0,0,0,0,0
-65706,50,0,0,1,0,0,0,0,918,10,129,13,0,129,941,11,3,12,0,1,0,1,1
-30396,51,1,0,0,1,0,0,0,15,0,6,0,1,12,10,1,1,2,0,0,1,0,0
-68274,41,1,1,1,0,0,0,0,135,25,51,23,25,46,213,4,2,5,0,0,0,0,0
-33235,34,1,0,0,0,0,1,0,45,0,16,2,1,6,58,3,0,3,0,0,0,0,0
-60200,72,0,1,0,0,1,0,0,502,19,132,0,6,26,633,6,2,11,0,0,0,0,0
-43815,38,1,0,0,1,0,0,0,14,10,29,4,7,15,49,2,0,3,0,0,0,0,0
-56337,39,1,1,0,1,0,0,0,349,16,144,28,5,182,360,8,5,4,1,0,1,0,0
-31353,43,1,1,0,1,0,0,0,10,0,10,3,1,7,17,1,1,2,0,0,0,0,0
-62981,53,0,0,0,0,0,1,0,796,14,590,38,44,0,1482,4,5,13,0,0,0,1,0
-31880,50,1,0,0,0,0,0,1,4,1,5,2,0,3,9,1,0,2,0,0,0,0,0
-60544,59,1,1,0,1,0,0,0,201,2,43,3,5,35,219,5,1,5,0,0,0,0,0
-78093,73,0,0,0,0,0,1,0,368,32,639,13,43,10,1085,4,7,5,0,0,0,0,0
-76618,45,0,0,0,1,0,0,0,749,40,294,121,160,147,1217,3,2,5,0,0,0,0,0
-79946,54,0,0,0,0,0,0,1,395,183,565,166,141,28,1422,5,11,5,0,0,0,0,0
-52413,51,0,2,0,1,0,0,0,295,106,271,75,98,65,780,6,4,12,0,0,0,0,0
-38557,42,1,0,0,0,1,0,0,76,3,31,4,4,27,91,3,1,3,0,0,0,0,0
-65295,40,0,0,0,0,1,0,0,365,32,117,34,110,6,652,3,3,13,0,0,0,0,0
-76081,58,0,0,0,0,0,1,0,292,30,415,63,33,200,633,4,5,4,1,0,0,0,0
-44931,53,0,1,0,0,0,1,0,78,0,11,0,0,7,82,2,1,3,0,0,0,0,0
-45503,45,1,0,0,1,0,0,0,97,4,44,6,1,18,134,3,1,4,0,0,0,0,0
-21675,44,1,0,0,0,0,1,0,4,0,16,17,4,4,37,4,0,3,0,0,0,0,0
-54237,63,0,1,1,0,0,0,0,267,3,30,4,0,57,247,5,2,5,0,0,0,0,0
-71604,75,0,0,0,0,0,1,0,345,53,528,98,75,97,1002,8,3,5,0,0,1,0,0
-43050,47,1,0,0,1,0,0,0,30,5,24,6,3,8,60,2,0,4,0,0,0,0,0
-52513,42,0,0,0,0,0,1,0,367,17,241,104,188,232,685,9,5,9,0,0,0,0,0
-45160,62,1,1,0,0,1,0,0,8,2,5,3,0,3,15,1,0,2,0,0,0,0,0
-54730,45,0,1,0,1,0,0,0,318,3,17,4,7,56,293,4,1,8,0,0,0,0,0
-61064,44,0,1,0,1,0,0,0,387,126,342,0,45,180,720,8,4,11,0,0,0,0,0
-54809,43,1,1,0,1,0,0,0,63,6,57,13,13,22,130,2,1,5,0,0,0,0,0
-17003,45,1,0,0,1,0,0,0,2,5,12,4,8,7,24,2,0,4,0,0,0,0,0
-81246,56,0,0,0,0,1,0,0,398,190,537,61,156,37,1305,4,5,7,1,0,1,0,0
-25509,46,1,0,1,0,0,0,0,40,3,30,10,7,11,79,3,0,3,0,0,0,0,0
-79930,48,0,0,0,1,0,0,0,792,86,740,67,51,17,1719,3,5,8,0,0,0,0,0
-9255,31,1,0,0,0,1,0,0,9,0,7,2,0,4,14,1,1,2,0,0,0,0,0
-32233,46,1,0,0,0,1,0,0,138,15,35,25,11,72,152,6,2,2,0,0,1,0,0
-36408,71,1,1,0,1,0,0,0,9,1,4,3,2,3,16,1,0,2,0,0,0,0,0
-50965,64,0,1,0,1,0,0,0,544,13,85,8,6,29,627,10,4,5,0,0,1,0,0
-59060,31,1,0,0,1,0,0,0,35,40,111,36,40,12,250,3,1,7,0,0,0,0,0
-57705,54,0,1,0,1,0,0,0,383,0,53,6,4,40,406,8,1,6,0,0,0,0,0
-65210,65,0,1,0,1,0,0,0,626,0,70,0,7,28,675,9,3,8,1,0,0,1,0
-59052,61,0,1,1,0,0,0,0,230,35,75,63,57,31,429,7,1,7,0,0,0,0,0
-40321,48,1,1,0,1,0,0,0,44,4,21,6,0,27,48,3,0,3,0,0,0,0,0
-58917,51,1,2,0,0,0,1,0,151,7,89,0,7,28,226,4,1,6,0,0,0,0,0
-75433,31,1,0,0,1,0,0,0,800,0,297,0,34,57,1074,2,5,10,1,0,0,1,0
-18690,61,0,0,0,1,0,0,0,6,1,7,23,4,19,22,1,1,2,0,0,0,0,0
-22775,42,1,0,0,0,0,1,0,5,1,8,0,0,1,13,1,0,2,0,0,0,0,0
-34728,34,1,0,0,0,0,1,0,14,0,16,0,0,6,24,NA,1,2,0,0,0,0,0
-49681,44,0,2,0,1,0,0,0,411,0,26,0,0,21,416,7,1,7,0,0,0,0,0
-47139,68,1,1,0,0,1,0,0,46,0,12,0,2,23,37,2,1,2,0,0,0,0,0
-72460,51,0,0,0,1,0,0,0,377,10,540,80,30,NA,1027,3,5,7,0,0,0,0,0
-51563,33,0,0,0,1,0,0,0,1166,0,48,0,0,36,1178,4,4,10,0,0,0,1,1
-28567,38,1,0,0,0,1,0,0,11,3,22,2,2,6,34,2,0,3,0,0,0,0,0
-82122,58,0,0,0,0,0,1,0,734,22,350,151,25,100,1182,3,9,13,0,0,0,0,1
-38578,48,1,1,0,0,1,0,0,38,4,22,3,3,3,67,3,0,3,0,0,0,0,0
-30772,44,1,1,0,1,0,0,0,7,2,4,2,1,4,12,1,0,2,0,0,0,0,0
-39767,69,0,0,0,0,0,1,0,113,61,204,34,26,47,391,7,1,7,0,0,0,0,0
-45989,56,0,1,0,0,1,0,0,138,33,87,28,24,12,298,3,2,7,0,0,0,0,0
-23442,33,1,0,0,0,1,0,0,2,0,6,8,6,5,17,1,0,3,0,0,0,0,0
-55593,47,0,1,0,0,0,1,0,293,8,124,11,4,106,334,6,6,3,0,0,1,0,0
-35797,45,0,1,0,1,0,0,0,27,1,14,4,1,21,26,2,0,3,0,0,0,0,0
-50437,57,0,2,0,1,0,0,0,370,9,92,6,9,4,482,7,1,8,0,0,0,0,0
-30560,44,1,0,0,0,0,1,0,9,1,5,4,5,7,17,1,0,3,0,0,0,0,0
